experiment,detonation,file_create,image_load,net_connect,process_create,process_term,reg_create_key,reg_delete_key,reg_delete_value,reg_write,n_events,t_first,t_last,t_detonate,duration_s,dur_after_detonation_s,n_uniq_child,n_uniq_parent,n_uniq_cguid
E42870,1,0,0,0,111,102,40,0,0,40,294,2024-08-21 01:42:43.038,2024-08-21 01:43:16.933,2024-08-21 01:42:43.038,33.895,33.895,152,112,294
E42871,1,17,49,0,0,0,0,0,0,0,67,2024-05-16 22:06:57.686,2024-05-16 22:06:58.264,2024-05-16 22:06:57.686,0.578,0.578,67,2,67
E42872,1,7,24,0,0,0,0,0,0,0,32,2024-08-21 01:07:30.060,2024-08-21 01:07:30.523,2024-08-21 01:07:30.060,0.463,0.463,32,2,32
E42873,1,7,28,0,0,0,0,0,0,0,36,2024-05-06 11:44:21.657,2024-05-06 11:44:22.027,2024-05-06 11:44:21.657,0.37,0.37,36,2,36
E42874,1,0,11,0,0,1,1,0,0,2,16,2024-05-21 06:36:11.993,2024-05-21 06:36:12.209,2024-05-21 06:36:11.993,0.216,0.216,13,2,16
E42875,1,50,91,6,0,0,4,0,0,8,160,2024-05-05 00:57:30.914,2024-05-05 01:01:33.347,2024-05-05 00:57:30.914,242.433,242.433,147,2,160
E42876,1,68,104,3,2,2,5,0,2,11,198,2024-08-09 13:06:08.690,2024-08-09 13:10:34.639,2024-08-09 13:06:08.690,265.949,265.949,158,4,198
E42877,1,51,100,3,1,2,118,2,0,25,303,2024-08-09 14:36:31.028,2024-08-09 14:36:37.520,2024-08-09 14:36:31.028,6.492,6.492,249,3,303
E42878,1,10,36,0,1,2,0,0,0,0,50,2024-08-22 03:06:02.409,2024-08-22 03:06:02.799,2024-08-22 03:06:02.409,0.39,0.39,38,3,50
E42879,1,3,50,0,1,1,1,0,0,0,57,2024-05-19 01:29:43.495,2024-05-19 01:30:07.220,2024-05-19 01:29:43.495,23.725,23.725,40,3,57
E42880,1,65,224,0,7,8,21,0,0,24,350,2024-08-21 14:17:42.646,2024-08-21 14:17:43.371,2024-08-21 14:17:42.646,0.725,0.725,117,9,350
E42881,1,11061,108,3,1,2,118,2,0,25,11321,2024-08-23 20:24:56.796,2024-08-23 20:25:23.780,2024-08-23 20:24:56.796,26.984,26.984,7030,3,11321
E42882,1,2,9,0,0,1,0,0,0,0,13,2024-08-12 20:10:21.370,2024-08-12 20:10:21.906,2024-08-12 20:10:21.370,0.536,0.536,12,2,13
E42883,1,2,23,0,0,1,0,0,0,0,27,2024-05-19 20:15:51.185,2024-05-19 20:15:51.805,2024-05-19 20:15:51.185,0.62,0.62,26,1,27
E42884,1,138,237,6,2,3,224,0,0,7,618,2024-08-24 18:25:56.955,2024-08-24 18:26:01.168,2024-08-24 18:25:56.955,4.213,4.213,337,3,618
E42885,1,5,35,0,0,1,0,0,0,0,42,2024-05-20 14:14:55.718,2024-05-20 14:14:56.725,2024-05-20 14:14:55.718,1.007,1.007,41,2,42
E42886,1,12,89,2,1,1,0,0,0,0,106,2024-08-08 23:42:36.574,2024-08-08 23:42:37.498,2024-08-08 23:42:36.574,0.924,0.924,68,2,106
E42887,1,26,54,0,0,0,0,0,0,0,81,2024-05-18 09:53:28.737,2024-05-18 09:53:30.104,2024-05-18 09:53:28.737,1.367,1.367,81,2,81
E42888,1,1715,11243,0,561,460,0,0,0,0,13980,2024-08-21 04:49:08.155,2024-08-21 04:50:09.343,2024-08-21 04:49:08.155,61.188,61.188,35,3,13980
E42889,1,135,117,1,1,1,4,0,0,8,268,2024-05-05 22:07:43.887,2024-05-05 22:07:52.870,2024-05-05 22:07:43.887,8.983,8.983,214,3,268
E42890,1,0,0,0,2,0,0,0,0,0,3,2024-08-08 22:51:38.652,2024-08-08 22:51:43.934,2024-08-08 22:51:38.652,5.282,5.282,3,2,3
E42891,1,45,91,6,0,0,4,0,0,8,155,2024-05-05 00:51:29.748,2024-05-05 00:55:32.384,2024-05-05 00:51:29.748,242.636,242.636,142,2,155
E42892,1,0,0,0,0,0,0,0,0,0,1,2024-08-23 00:43:07.746,2024-08-23 00:43:07.746,2024-08-23 00:43:07.746,0.0,0.0,1,1,1
E42893,1,2,9,0,0,1,0,0,0,0,13,2024-08-14 09:50:33.667,2024-08-14 09:50:34.258,2024-08-14 09:50:33.667,0.591,0.591,12,2,13
E42894,1,0,11,0,0,1,1,0,0,2,16,2024-05-17 10:21:50.898,2024-05-17 10:21:51.380,2024-05-17 10:21:50.898,0.482,0.482,13,2,16
E42895,1,43,85,0,0,1,7,0,2,1,140,2024-08-13 04:23:52.241,2024-08-13 04:23:57.662,2024-08-13 04:23:52.241,5.421,5.421,137,2,140
E42896,1,19,49,0,0,0,0,0,0,0,69,2024-05-17 22:10:20.202,2024-05-17 22:10:21.274,2024-05-17 22:10:20.202,1.072,1.072,69,2,69
E42897,1,0,15,0,0,1,0,0,0,0,17,2024-05-17 12:40:43.105,2024-05-17 12:40:43.126,2024-05-17 12:40:43.105,0.021,0.021,16,2,17
E42898,1,1,15,0,0,1,0,0,0,0,18,2024-05-19 19:38:46.933,2024-05-19 19:38:47.488,2024-05-19 19:38:46.933,0.555,0.555,17,2,18
E42899,1,11,41,0,0,0,0,0,0,0,53,2024-05-05 08:43:37.888,2024-05-05 08:43:38.238,2024-05-05 08:43:37.888,0.35,0.35,53,2,53
E42900,1,21,32,0,1,2,0,0,0,0,57,2024-08-25 22:35:26.740,2024-08-25 22:35:26.996,2024-08-25 22:35:26.740,0.256,0.256,51,3,57
E42901,1,86,189,6,2,3,232,3,0,26,548,2024-08-27 23:13:00.803,2024-08-27 23:13:03.702,2024-08-27 23:13:00.803,2.899,2.899,272,3,548
E42902,1,0,15,0,0,1,0,0,0,0,17,2024-05-18 18:11:55.596,2024-05-18 18:11:55.653,2024-05-18 18:11:55.596,0.057,0.057,16,2,17
E42903,1,42,98,0,1,0,13,0,0,61,216,2024-08-27 17:19:57.355,2024-08-27 17:23:38.517,2024-08-27 17:19:57.355,221.162,221.162,118,2,216
E42904,1,884,159,2,4,4,2,0,0,4,1060,2024-08-21 03:59:31.145,2024-08-21 04:03:29.018,2024-08-21 03:59:31.145,237.873,237.873,846,3,1060
E42905,1,603,46,24,0,0,1,0,0,0,675,2024-08-20 09:13:18.536,2024-08-20 09:17:59.498,2024-08-20 09:13:18.536,280.962,280.962,539,2,675
E42906,1,49,97,1,1,1,0,0,0,4,154,2024-05-03 22:37:01.669,2024-05-03 22:42:06.513,2024-05-03 22:37:01.669,304.844,304.844,112,3,154
E42907,1,1,39,0,1,0,0,0,0,0,42,2024-08-28 18:40:42.794,2024-08-28 18:40:43.193,2024-08-28 18:40:42.794,0.399,0.399,41,3,42
E42908,1,4,31,0,1,2,0,0,0,0,39,2024-05-16 12:04:49.585,2024-05-16 12:04:50.440,2024-05-16 12:04:49.585,0.855,0.855,34,3,39
E42909,1,49,97,0,1,1,1,0,0,4,154,2024-05-03 23:12:56.522,2024-05-03 23:12:57.326,2024-05-03 23:12:56.522,0.804,0.804,111,3,154
E42910,1,70,123,2,1,1,1,0,0,4,203,2024-05-05 06:25:59.171,2024-05-05 06:26:08.560,2024-05-05 06:25:59.171,9.389,9.389,142,3,203
E42911,1,167,219,41,2,2,235,0,1,10,678,2024-05-20 08:13:07.501,2024-05-20 08:13:17.697,2024-05-20 08:13:07.501,10.196,10.196,440,4,678
E42912,1,0,9,0,0,1,0,0,0,0,11,2024-08-14 09:45:52.892,2024-08-14 09:45:52.912,2024-08-14 09:45:52.892,0.02,0.02,10,2,11
E42913,1,35,46,1,0,0,1,0,0,0,84,2024-08-25 04:34:26.774,2024-08-25 04:34:27.364,2024-08-25 04:34:26.774,0.59,0.59,74,2,84
E42914,1,7,23,0,0,0,0,0,0,0,31,2024-08-14 02:24:22.522,2024-08-14 02:24:23.004,2024-08-14 02:24:22.522,0.482,0.482,31,2,31
E42915,1,10,32,0,0,1,0,0,0,0,44,2024-05-17 23:58:50.623,2024-05-17 23:58:50.978,2024-05-17 23:58:50.623,0.355,0.355,43,2,44
E42916,1,1,27,0,0,0,0,0,0,0,29,2024-05-20 20:40:06.815,2024-05-20 20:40:07.797,2024-05-20 20:40:06.815,0.982,0.982,29,2,29
E42917,1,19,44,0,0,0,0,0,0,0,64,2024-05-05 19:39:41.289,2024-05-05 19:39:42.573,2024-05-05 19:39:41.289,1.284,1.284,64,2,64
E42918,1,532,446,16,20,17,8,0,0,12,1052,2024-08-09 06:30:50.292,2024-08-09 06:32:08.559,2024-08-09 06:30:50.292,78.267,78.267,551,7,1052
E42919,1,2638,9075,0,362,363,80,0,0,118,12637,2024-08-13 15:26:28.713,2024-08-13 15:26:51.794,2024-08-13 15:26:28.713,23.081,23.081,1551,363,12637
E42920,1,35,46,1,0,0,1,0,0,0,84,2024-08-24 12:27:14.612,2024-08-24 12:27:15.298,2024-08-24 12:27:14.612,0.686,0.686,74,2,84
E42921,1,0,0,0,11,5,0,0,0,0,17,2024-08-13 10:23:27.885,2024-08-13 10:23:37.946,2024-08-13 10:23:27.885,10.061,10.061,6,5,17
E42922,1,54,102,3,1,2,118,2,0,25,308,2024-08-13 12:42:29.263,2024-08-13 12:42:30.708,2024-08-13 12:42:29.263,1.445,1.445,251,2,308
E42923,1,495,35,0,0,0,10,0,0,10,551,2024-08-26 09:48:31.966,2024-08-26 09:53:12.419,2024-08-26 09:48:31.966,280.453,280.453,541,2,551
E42924,1,10,28,0,1,2,0,0,0,0,42,2024-08-09 11:01:08.500,2024-08-09 11:01:08.719,2024-08-09 11:01:08.500,0.219,0.219,25,3,42
E42925,1,8,31,0,0,0,0,0,0,0,40,2024-08-21 14:47:08.063,2024-08-21 14:47:09.649,2024-08-21 14:47:08.063,1.586,1.586,40,2,40
E42926,1,104,172,0,2,1,2,0,0,4,286,2024-05-17 00:18:23.435,2024-05-17 00:18:26.516,2024-05-17 00:18:23.435,3.081,3.081,240,4,286
E42927,1,1348,130,0,1,0,0,0,0,1,1481,2024-05-07 00:29:45.650,2024-05-07 00:29:48.581,2024-05-07 00:29:45.650,2.931,2.931,1390,3,1481
E42928,1,0,11,0,0,1,0,0,0,0,13,2024-05-06 16:22:40.119,2024-05-06 16:22:40.167,2024-05-06 16:22:40.119,0.048,0.048,12,2,13
E42929,1,0,0,0,422,378,0,0,0,0,801,2024-08-20 06:43:26.526,2024-08-20 06:44:07.905,2024-08-20 06:43:26.526,41.379,41.379,421,422,801
E42930,1,55,167,3,3,2,113,0,0,7,351,2024-08-22 06:40:48.730,2024-08-22 06:40:50.699,2024-08-22 06:40:48.730,1.969,1.969,258,5,351
E42931,1,15,34,0,0,0,0,0,0,0,50,2024-05-07 06:16:08.373,2024-05-07 06:16:08.989,2024-05-07 06:16:08.373,0.616,0.616,50,2,50
E42932,1,47,84,0,1,0,0,0,0,0,133,2024-05-17 08:59:54.717,2024-05-17 08:59:55.494,2024-05-17 08:59:54.717,0.777,0.777,126,3,133
E42933,1,70,59,0,1,1,0,0,0,0,132,2024-08-26 08:58:16.048,2024-08-26 09:02:49.741,2024-08-26 08:58:16.048,273.693,273.693,88,3,132
E42934,1,0,0,0,178,111,0,0,0,0,290,2024-08-21 00:47:54.020,2024-08-21 00:48:28.685,2024-08-21 00:47:54.020,34.665,34.665,179,179,290
E42935,1,0,11,0,0,1,0,0,0,0,13,2024-05-17 22:29:30.844,2024-05-17 22:29:30.866,2024-05-17 22:29:30.844,0.022,0.022,12,2,13
E42936,1,7,53,0,1,2,0,0,0,0,64,2024-05-18 08:48:21.588,2024-05-18 08:48:22.546,2024-05-18 08:48:21.588,0.958,0.958,61,3,64
E42937,1,54,100,3,1,2,111,0,0,0,272,2024-05-04 07:26:40.385,2024-05-04 07:26:42.381,2024-05-04 07:26:40.385,1.996,1.996,246,3,272
E42938,1,91,0,0,7,3,30,0,4,41,177,2024-08-28 19:43:10.838,2024-08-28 19:43:20.112,2024-08-28 19:43:10.838,9.274,9.274,119,6,177
E42939,1,4,23,0,0,1,0,0,0,0,29,2024-05-06 06:35:10.540,2024-05-06 06:35:11.002,2024-05-06 06:35:10.540,0.462,0.462,28,2,29
E42940,1,84,0,0,2,0,0,0,0,0,87,2024-08-14 15:34:34.132,2024-08-14 15:34:45.963,2024-08-14 15:34:34.132,11.831,11.831,67,3,87
E42941,1,73,224,0,7,1,0,0,0,0,306,2024-08-22 00:06:35.661,2024-08-22 00:06:36.842,2024-08-22 00:06:35.661,1.181,1.181,101,9,306
E42942,1,1,37,0,1,2,0,0,0,0,42,2024-05-16 09:06:40.640,2024-05-16 09:06:40.832,2024-05-16 09:06:40.640,0.192,0.192,39,3,42
E42943,1,429,35,0,0,0,10,0,0,10,485,2024-08-24 15:29:47.790,2024-08-24 15:34:21.173,2024-08-24 15:29:47.790,273.383,273.383,475,2,485
E42944,1,71,59,0,1,1,0,0,0,0,133,2024-08-23 10:33:55.183,2024-08-23 10:36:46.570,2024-08-23 10:33:55.183,171.387,171.387,88,3,133
E42945,1,540,893,18,45,39,16,0,0,16,1568,2024-08-26 20:29:14.792,2024-08-26 20:32:40.857,2024-08-26 20:29:14.792,206.065,206.065,557,7,1568
E42946,1,68,59,0,1,1,0,0,0,0,130,2024-08-25 09:57:06.746,2024-08-25 10:01:22.245,2024-08-25 09:57:06.746,255.499,255.499,87,3,130
E42947,1,0,0,0,11,6,0,0,0,0,18,2024-08-20 21:16:44.590,2024-08-20 21:16:54.230,2024-08-20 21:16:44.590,9.64,9.64,6,4,18
E42948,1,6,47,0,1,2,0,0,0,0,57,2024-05-18 03:25:26.492,2024-05-18 03:25:27.194,2024-05-18 03:25:26.492,0.702,0.702,54,3,57
E42949,1,100,168,0,2,2,8,0,0,6,287,2024-08-28 01:36:59.092,2024-08-28 01:37:24.499,2024-08-28 01:36:59.092,25.407,25.407,243,4,287
E42950,1,12,40,0,0,1,0,0,0,0,54,2024-05-19 13:56:42.903,2024-05-19 13:56:43.482,2024-05-19 13:56:42.903,0.579,0.579,53,2,54
E42951,1,73,59,0,1,1,0,0,0,0,135,2024-08-20 18:28:00.818,2024-08-20 18:32:40.577,2024-08-20 18:28:00.818,279.759,279.759,91,3,135
E42952,1,21,54,0,0,1,2,0,0,4,83,2024-05-17 04:36:32.623,2024-05-17 04:36:34.439,2024-05-17 04:36:32.623,1.816,1.816,81,1,83
E42953,1,7,30,0,0,0,0,0,0,0,38,2024-08-24 18:56:41.463,2024-08-24 18:56:42.390,2024-08-24 18:56:41.463,0.927,0.927,38,2,38
E42954,1,67,224,0,7,2,0,0,0,0,301,2024-08-20 10:01:19.317,2024-08-20 10:01:20.485,2024-08-20 10:01:19.317,1.168,1.168,97,9,301
E42955,1,5,20,0,0,0,0,0,0,0,26,2024-08-14 14:10:48.847,2024-08-14 14:10:49.427,2024-08-14 14:10:48.847,0.58,0.58,26,2,26
E42956,1,49,91,6,0,0,4,0,0,8,159,2024-05-05 01:13:27.488,2024-05-05 01:17:30.453,2024-05-05 01:13:27.488,242.965,242.965,146,2,159
E42957,1,23,56,0,0,1,1,0,0,0,82,2024-05-05 17:29:45.444,2024-05-05 17:29:45.783,2024-05-05 17:29:45.444,0.339,0.339,80,2,82
E42958,1,8,29,0,0,1,0,0,0,0,39,2024-05-06 16:55:49.461,2024-05-06 16:55:49.860,2024-05-06 16:55:49.461,0.399,0.399,38,2,39
E42959,1,485,35,0,0,0,8,0,0,8,537,2024-08-26 08:57:13.293,2024-08-26 09:01:52.696,2024-08-26 08:57:13.293,279.403,279.403,529,2,537
E42960,1,38,116,3,1,2,6,0,0,1,168,2024-05-18 02:18:47.557,2024-05-18 02:19:46.064,2024-05-18 02:18:47.557,58.507,58.507,131,3,168
E42961,1,453,35,0,0,0,8,0,0,8,505,2024-08-22 13:03:44.540,2024-08-22 13:08:22.449,2024-08-22 13:03:44.540,277.909,277.909,497,2,505
E42962,1,0,28,0,0,1,0,0,0,0,30,2024-05-20 02:28:55.470,2024-05-20 02:29:20.493,2024-05-20 02:28:55.470,25.023,25.023,29,2,30
E42963,1,6,47,0,1,0,0,0,0,0,55,2024-08-21 17:06:40.356,2024-08-21 17:06:41.102,2024-08-21 17:06:40.356,0.746,0.746,53,3,55
E42964,1,0,20,0,0,1,0,0,0,0,22,2024-08-10 03:04:19.939,2024-08-10 03:04:19.958,2024-08-10 03:04:19.939,0.019,0.019,21,2,22
E42965,1,60,41,0,0,0,0,0,0,0,102,2024-05-04 11:34:56.467,2024-05-04 11:34:57.428,2024-05-04 11:34:56.467,0.961,0.961,83,2,102
E42966,1,1,35,0,1,1,0,0,0,0,39,2024-05-05 08:15:20.667,2024-05-05 08:15:20.991,2024-05-05 08:15:20.667,0.324,0.324,32,3,39
E42967,1,2,2066,0,278,247,13,0,0,4,2611,2024-05-05 16:06:12.316,2024-05-05 16:11:17.969,2024-05-05 16:06:12.316,305.653,305.653,47,4,2611
E42968,1,2,22,0,0,1,0,0,0,0,26,2024-05-18 17:53:56.602,2024-05-18 17:53:56.984,2024-05-18 17:53:56.602,0.382,0.382,24,2,26
E42969,1,59,224,0,7,8,25,0,0,33,357,2024-08-26 03:43:06.969,2024-08-26 03:43:46.363,2024-08-26 03:43:06.969,39.394,39.394,115,9,357
E42970,1,10,43,0,0,1,0,0,0,0,55,2024-05-20 01:32:08.435,2024-05-20 01:32:09.345,2024-05-20 01:32:08.435,0.91,0.91,53,2,55
E42971,1,0,11,0,0,1,0,0,0,0,13,2024-05-20 22:18:06.800,2024-05-20 22:18:06.818,2024-05-20 22:18:06.800,0.018,0.018,12,2,13
E42972,1,48,52,0,0,0,0,0,0,0,101,2024-05-06 00:40:55.871,2024-05-06 00:40:56.917,2024-05-06 00:40:55.871,1.046,1.046,96,2,101
E42973,1,446,35,0,0,0,8,0,0,8,498,2024-08-14 16:25:18.647,2024-08-14 16:29:49.692,2024-08-14 16:25:18.647,271.045,271.045,490,1,498
E42974,1,0,23,0,0,1,0,0,0,0,25,2024-05-06 09:27:15.813,2024-05-06 09:27:15.836,2024-05-06 09:27:15.813,0.023,0.023,24,2,25
E42975,1,4,33,0,1,2,0,0,0,0,41,2024-05-05 14:11:30.797,2024-05-05 14:11:31.232,2024-05-05 14:11:30.797,0.435,0.435,35,3,41
E42976,1,0,15,0,0,1,0,0,0,0,17,2024-05-17 17:07:07.646,2024-05-17 17:07:07.668,2024-05-17 17:07:07.646,0.022,0.022,16,2,17
E42977,1,7,23,0,0,0,0,0,0,0,31,2024-05-18 01:55:46.167,2024-05-18 01:55:46.798,2024-05-18 01:55:46.167,0.631,0.631,31,2,31
E42978,1,66,108,3,1,2,111,0,0,0,292,2024-08-09 12:12:07.786,2024-08-09 12:12:10.797,2024-08-09 12:12:07.786,3.011,3.011,255,3,292
E42979,1,7,23,0,0,0,0,0,0,0,31,2024-08-20 22:07:47.779,2024-08-20 22:07:48.371,2024-08-20 22:07:47.779,0.592,0.592,31,2,31
E42980,1,82,130,2,1,1,7,0,0,4,228,2024-08-26 20:40:53.079,2024-08-26 20:40:57.264,2024-08-26 20:40:53.079,4.185,4.185,218,3,228
E42981,1,0,11,0,0,1,1,0,0,2,16,2024-05-21 17:20:03.996,2024-05-21 17:20:05.023,2024-05-21 17:20:03.996,1.027,1.027,13,2,16
E42982,1,7,23,0,0,0,0,0,0,0,31,2024-08-24 11:30:50.736,2024-08-24 11:30:51.423,2024-08-24 11:30:50.736,0.687,0.687,31,2,31
E42983,1,1,43,0,1,2,0,0,0,0,48,2024-05-06 12:01:47.696,2024-05-06 12:01:48.396,2024-05-06 12:01:47.696,0.7,0.7,32,3,48
E42984,1,538,606,16,29,25,9,0,0,13,1237,2024-08-28 02:11:40.608,2024-08-28 02:13:04.340,2024-08-28 02:11:40.608,83.732,83.732,554,7,1237
E42985,1,111,268,3,4,3,7,0,0,4,401,2024-05-05 02:49:52.707,2024-05-05 02:50:01.869,2024-05-05 02:49:52.707,9.162,9.162,299,4,401
E42986,1,525,417,16,18,15,9,0,0,13,1014,2024-08-24 13:01:27.806,2024-08-24 13:02:22.766,2024-08-24 13:01:27.806,54.96,54.96,547,7,1014
E42987,1,416,35,0,0,0,10,0,0,10,472,2024-08-21 20:03:08.938,2024-08-21 20:08:08.258,2024-08-21 20:03:08.938,299.32,299.32,462,2,472
E42988,1,6,36,0,1,1,0,0,0,0,45,2024-05-06 03:17:21.708,2024-05-06 03:17:22.732,2024-05-06 03:17:21.708,1.024,1.024,43,3,45
E42989,1,71,224,0,7,7,0,0,0,0,310,2024-08-14 06:42:14.690,2024-08-14 06:42:15.759,2024-08-14 06:42:14.690,1.069,1.069,100,9,310
E42990,1,41,81,0,1,1,0,0,0,0,125,2024-08-27 07:18:42.646,2024-08-27 07:18:44.112,2024-08-27 07:18:42.646,1.466,1.466,94,2,125
E42991,1,0,9,0,0,1,0,0,0,0,11,2024-08-23 19:22:52.875,2024-08-23 19:22:52.888,2024-08-23 19:22:52.875,0.013,0.013,10,2,11
E42992,1,52,102,3,1,2,111,0,0,0,272,2024-08-12 19:09:39.134,2024-08-12 19:09:40.234,2024-08-12 19:09:39.134,1.1,1.1,243,3,272
E42993,1,0,0,0,0,0,0,0,0,0,1,2024-08-09 08:56:23.204,2024-08-09 08:56:23.204,2024-08-09 08:56:23.204,0.0,0.0,1,1,1
E42994,1,0,16,0,0,1,0,0,0,0,18,2024-05-17 22:20:51.517,2024-05-17 22:20:51.534,2024-05-17 22:20:51.517,0.017,0.017,17,2,18
E42995,1,543,894,22,45,39,15,0,0,19,1578,2024-08-24 22:07:38.742,2024-08-24 22:11:51.255,2024-08-24 22:07:38.742,252.513,252.513,554,7,1578
E42996,1,21,44,0,0,0,0,0,0,0,66,2024-05-05 20:03:56.190,2024-05-05 20:03:57.468,2024-05-05 20:03:56.190,1.278,1.278,66,2,66
E42997,1,0,0,0,1,1,0,0,0,0,3,2024-08-22 10:11:21.872,2024-08-22 10:11:24.647,2024-08-22 10:11:21.872,2.775,2.775,1,2,3
E42998,1,113,48,0,0,0,0,0,0,0,162,2024-05-05 17:03:24.205,2024-05-05 17:03:31.656,2024-05-05 17:03:24.205,7.451,7.451,121,2,162
E42999,1,30,74,0,1,1,0,0,0,4,111,2024-08-13 08:07:02.609,2024-08-13 08:07:03.180,2024-08-13 08:07:02.609,0.571,0.571,84,3,111
E43000,1,3,51,0,1,2,0,0,0,0,58,2024-05-20 17:55:09.096,2024-05-20 17:55:09.415,2024-05-20 17:55:09.096,0.319,0.319,39,3,58
E43001,1,39,50,0,0,0,0,0,0,0,90,2024-05-05 13:15:00.862,2024-05-05 13:15:01.958,2024-05-05 13:15:00.862,1.096,1.096,85,2,90
E43002,1,1,42,0,1,0,0,0,0,0,45,2024-05-20 21:30:33.468,2024-05-20 21:30:34.189,2024-05-20 21:30:33.468,0.721,0.721,44,3,45
E43003,1,106,117,0,2,1,4,0,0,4,235,2024-08-23 00:38:07.732,2024-08-23 00:38:13.361,2024-08-23 00:38:07.732,5.629,5.629,113,4,235
E43004,1,7,25,0,0,0,0,0,0,0,33,2024-05-04 17:03:58.661,2024-05-04 17:03:59.242,2024-05-04 17:03:58.661,0.581,0.581,33,2,33
E43005,1,438,35,0,0,0,8,0,0,9,491,2024-08-28 18:07:55.407,2024-08-28 18:12:24.875,2024-08-28 18:07:55.407,269.468,269.468,482,2,491
E43006,1,8,34,0,0,1,0,0,0,0,44,2024-08-13 02:34:17.730,2024-08-13 02:34:18.088,2024-08-13 02:34:17.730,0.358,0.358,43,2,44
E43007,1,31,60,0,0,0,0,0,0,0,92,2024-05-06 16:01:57.338,2024-05-06 16:01:58.272,2024-05-06 16:01:57.338,0.934,0.934,92,2,92
E43008,1,0,11,0,0,1,0,0,0,0,13,2024-05-07 01:03:40.715,2024-05-07 01:03:40.745,2024-05-07 01:03:40.715,0.03,0.03,12,2,13
E43009,1,44,97,0,1,1,0,0,0,0,144,2024-05-03 22:49:14.463,2024-05-03 22:49:15.556,2024-05-03 22:49:14.463,1.093,1.093,105,2,144
E43010,1,448,35,0,0,0,8,0,0,8,500,2024-08-09 04:26:59.689,2024-08-09 04:31:37.589,2024-08-09 04:26:59.689,277.9,277.9,492,2,500
E43011,1,42,55,576,0,1,0,0,0,0,675,2024-08-24 18:22:31.124,2024-08-24 18:22:39.036,2024-08-24 18:22:31.124,7.912,7.912,671,1,675
E43012,1,3,39,0,1,2,0,0,0,0,46,2024-05-04 11:41:45.413,2024-05-04 11:41:46.311,2024-05-04 11:41:45.413,0.898,0.898,43,3,46
E43013,1,23,50,0,0,0,0,0,0,0,74,2024-05-16 08:51:01.751,2024-05-16 08:51:04.438,2024-05-16 08:51:01.751,2.687,2.687,74,2,74
E43014,1,6,41,0,1,2,0,0,0,0,51,2024-05-17 18:44:27.423,2024-05-17 18:44:27.804,2024-05-17 18:44:27.423,0.381,0.381,48,3,51
E43015,1,4447,108,3,1,2,111,0,0,0,4673,2024-08-12 20:41:15.206,2024-08-12 20:41:23.498,2024-08-12 20:41:15.206,8.292,8.292,2554,3,4673
E43016,1,73,59,0,1,1,0,0,0,0,135,2024-08-26 12:52:26.765,2024-08-26 12:55:02.587,2024-08-26 12:52:26.765,155.822,155.822,92,3,135
E43017,1,451,35,0,0,0,8,0,0,8,503,2024-08-10 04:14:22.982,2024-08-10 04:18:59.917,2024-08-10 04:14:22.982,276.935,276.935,495,2,503
E43018,1,32,83,0,1,1,1,0,0,4,123,2024-08-12 23:17:15.405,2024-08-12 23:17:30.655,2024-08-12 23:17:15.405,15.25,15.25,88,3,123
E43019,1,2,48,0,1,2,0,0,0,0,54,2024-05-18 22:34:23.992,2024-05-18 22:34:24.952,2024-05-18 22:34:23.992,0.96,0.96,51,3,54
E43020,1,0,21,0,0,1,0,0,0,0,23,2024-05-16 15:35:37.490,2024-05-16 15:35:37.506,2024-05-16 15:35:37.490,0.016,0.016,22,2,23
E43021,1,142,106,5,0,0,3,0,0,7,264,2024-08-28 21:34:29.462,2024-08-28 21:34:33.244,2024-08-28 21:34:29.462,3.782,3.782,219,2,264
E43022,1,0,15,0,0,1,0,0,0,0,17,2024-05-19 13:29:24.179,2024-05-19 13:29:24.255,2024-05-19 13:29:24.179,0.076,0.076,16,2,17
E43023,1,7,39,0,1,2,0,0,0,0,50,2024-05-04 12:17:03.862,2024-05-04 12:17:04.516,2024-05-04 12:17:03.862,0.654,0.654,47,3,50
E43024,1,30,62,0,0,0,0,0,0,0,93,2024-05-19 15:28:13.618,2024-05-19 15:28:14.760,2024-05-19 15:28:13.618,1.142,1.142,93,2,93
E43025,1,3,28,0,1,2,0,0,0,0,35,2024-08-14 01:22:24.601,2024-08-14 01:22:24.870,2024-08-14 01:22:24.601,0.269,0.269,28,3,35
E43026,1,59,60,0,0,0,4,0,1,3111,3236,2024-08-26 04:21:21.714,2024-08-26 04:25:30.377,2024-08-26 04:21:21.714,248.663,248.663,123,2,3236
E43027,1,1,38,0,1,2,0,0,0,0,43,2024-05-04 14:04:40.637,2024-05-04 14:04:41.064,2024-05-04 14:04:40.637,0.427,0.427,40,2,43
E43028,1,10,41,0,0,0,0,0,0,0,52,2024-05-05 04:44:07.488,2024-05-05 04:44:07.895,2024-05-05 04:44:07.488,0.407,0.407,52,2,52
E43029,1,3,50,0,1,2,0,0,0,0,57,2024-05-17 12:13:40.310,2024-05-17 12:13:41.120,2024-05-17 12:13:40.310,0.81,0.81,54,3,57
E43030,1,64,281,4,4,3,128,0,0,16,501,2024-05-04 08:07:23.597,2024-05-04 08:07:27.673,2024-05-04 08:07:23.597,4.076,4.076,363,4,501
E43031,1,5,54,0,1,2,0,0,0,0,63,2024-05-06 19:59:25.376,2024-05-06 19:59:27.358,2024-05-06 19:59:25.376,1.982,1.982,44,3,63
